Lead Origin,Lead Source,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Specialization,What is your current occupation,Tags,Last Notable Activity
Landing Page Submission,Direct Traffic,1,3.0,1820,3.0,Page Visited on Website,Marketing Management,Unemployed,Busy,Page Visited on Website
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Google,1,3.0,924,3.0,Email Opened,Marketing Management,Working Professional,Will revert after reading the email,Email Opened
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Olark Chat Conversation
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
API,Olark Chat,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
Landing Page Submission,Google,0,3.0,210,3.0,Email Opened,Finance Management,Unemployed,Ringing,Email Opened
API,Organic Search,0,4.0,1434,4.0,Converted to Lead,Unknown,Unknown,Unknown,Modified
API,Google,0,1.0,339,1.0,Converted to Lead,Unknown,Unemployed,Interested in other courses,Modified
Lead Add Form,Reference,1,6.0,1812,2.0,Page Visited on Website,Marketing Management,Unemployed,Closed by Horizzon,Page Visited on Website
Landing Page Submission,Direct Traffic,0,2.0,350,2.0,Email Opened,Human Resource Management,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,1,11.0,1505,3.67,SMS Sent,"Banking, Investment And Insurance",Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Google,1,8.0,787,4.0,SMS Sent,Operations Management,Unknown,Unknown,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,0,8.0,306,8.0,Email Opened,Media and Advertising,Unemployed,Ringing,Email Opened
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Google,0,6.0,1049,2.0,Email Opened,Hospitality Management,Unemployed,Unknown,Email Opened
API,Google,1,2.0,683,2.0,SMS Sent,Unknown,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,1,6.0,1703,6.0,Email Opened,Marketing Management,Unemployed,Will revert after reading the email,Modified
Landing Page Submission,Direct Traffic,1,2.0,964,2.0,Email Opened,IT Projects Management,Unknown,Unknown,Email Opened
API,Direct Traffic,1,16.0,1482,1.23,Page Visited on Website,Unknown,Unemployed,Unknown,Page Visited on Website
Landing Page Submission,Direct Traffic,1,5.0,264,5.0,Email Opened,Finance Management,Working Professional,Will revert after reading the email,Email Opened
API,Google,0,4.0,429,2.0,Page Visited on Website,Unknown,Unknown,Unknown,Page Visited on Website
Landing Page Submission,Google,1,6.0,1049,3.0,Email Opened,Business Administration,Unemployed,Will revert after reading the email,Email Opened
Landing Page Submission,Direct Traffic,0,4.0,363,4.0,Converted to Lead,Finance Management,Unemployed,Ringing,Modified
API,Google,1,3.0,1177,3.0,SMS Sent,Finance Management,Working Professional,Will revert after reading the email,SMS Sent
Landing Page Submission,Google,1,5.0,140,5.0,SMS Sent,E-COMMERCE,Unemployed,Will revert after reading the email,SMS Sent
API,Olark Chat,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
Landing Page Submission,Google,0,7.0,115,3.5,Email Opened,Operations Management,Unemployed,switched off,Email Opened
API,Google,0,1.0,82,1.0,Converted to Lead,Human Resource Management,Unemployed,Interested in other courses,Modified
Lead Add Form,Reference,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Google,0,5.0,1096,2.5,Email Opened,Finance Management,Unemployed,Will revert after reading the email,Email Opened
API,Organic Search,0,1.0,117,1.0,Email Bounced,Unknown,Unemployed,Interested in other courses,Modified
Landing Page Submission,Google,1,4.0,549,4.0,Email Opened,Business Administration,Unemployed,Unknown,Email Opened
Landing Page Submission,Google,0,5.0,588,5.0,SMS Sent,Human Resource Management,Unemployed,Unknown,SMS Sent
Lead Add Form,Reference,1,0.0,0,0.0,Email Opened,Healthcare Management,Unemployed,Closed by Horizzon,Modified
API,Google,1,9.0,351,4.5,Email Opened,International Business,Unemployed,Will revert after reading the email,Email Opened
Landing Page Submission,Google,1,6.0,1212,3.0,SMS Sent,Human Resource Management,Unemployed,Will revert after reading the email,SMS Sent
API,Olark Chat,0,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Ringing,SMS Sent
Landing Page Submission,Direct Traffic,0,1.0,199,1.0,Converted to Lead,Marketing Management,Student,Already a student,Modified
Lead Add Form,Reference,1,0.0,0,0.0,Email Opened,Human Resource Management,Unemployed,Will revert after reading the email,Email Opened
Landing Page Submission,Google,1,4.0,1387,4.0,SMS Sent,Operations Management,Unemployed,Will revert after reading the email,SMS Sent
API,Google,0,3.0,51,1.5,Email Opened,Unknown,Unemployed,Interested in other courses,Modified
Landing Page Submission,Google,1,4.0,1674,4.0,Unsubscribed,Finance Management,Working Professional,Will revert after reading the email,Unsubscribed
Landing Page Submission,Google,1,4.0,158,4.0,Email Opened,International Business,Unemployed,Will revert after reading the email,Email Opened
Landing Page Submission,Direct Traffic,0,4.0,162,4.0,Olark Chat Conversation,Human Resource Management,Unemployed,Interested in other courses,Olark Chat Conversation
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unemployed,Unknown,Modified
Landing Page Submission,Google,0,3.0,388,3.0,SMS Sent,Supply Chain Management,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unemployed,opp hangup,Email Opened
API,Olark Chat,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Organic Search,0,3.0,452,3.0,Email Opened,Marketing Management,Unemployed,Busy,Email Opened
API,Google,1,2.0,464,2.0,SMS Sent,Unknown,Unknown,Unknown,SMS Sent
API,Olark Chat,1,0.0,0,0.0,SMS Sent,Marketing Management,Unemployed,Busy,SMS Sent
Landing Page Submission,Organic Search,0,5.0,1059,5.0,SMS Sent,Business Administration,Unemployed,switched off,SMS Sent
Landing Page Submission,Google,1,3.0,449,3.0,SMS Sent,Operations Management,Working Professional,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,0,3.0,34,1.5,Email Opened,Finance Management,Unknown,Unknown,Email Opened
Landing Page Submission,Direct Traffic,1,4.0,929,4.0,SMS Sent,IT Projects Management,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,1,6.0,78,6.0,Page Visited on Website,Travel and Tourism,Unemployed,Will revert after reading the email,Modified
Landing Page Submission,Google,0,6.0,1217,6.0,SMS Sent,Human Resource Management,Unemployed,Ringing,SMS Sent
Landing Page Submission,Direct Traffic,1,2.0,688,2.0,SMS Sent,Operations Management,Working Professional,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,1,3.0,718,1.5,SMS Sent,IT Projects Management,Unknown,Unknown,SMS Sent
Landing Page Submission,Direct Traffic,0,4.0,348,4.0,Email Opened,IT Projects Management,Unemployed,Ringing,Email Opened
Landing Page Submission,Direct Traffic,0,3.0,500,3.0,Email Opened,Finance Management,Unemployed,Ringing,Email Opened
Landing Page Submission,Direct Traffic,0,6.0,9,6.0,SMS Sent,Finance Management,Unemployed,Ringing,SMS Sent
API,Olark Chat,0,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Ringing,SMS Sent
Landing Page Submission,Direct Traffic,1,7.0,1008,3.5,SMS Sent,"Banking, Investment And Insurance",Working Professional,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,1,2.0,1436,2.0,SMS Sent,Finance Management,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,1,3.0,700,3.0,SMS Sent,E-COMMERCE,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,0,2.0,516,2.0,Converted to Lead,Finance Management,Working Professional,Will revert after reading the email,Modified
API,Organic Search,0,3.0,112,3.0,SMS Sent,Unknown,Unemployed,Ringing,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Email Link Clicked,Marketing Management,Unemployed,wrong number given,Email Link Clicked
Landing Page Submission,Direct Traffic,1,8.0,489,8.0,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Email Link Clicked,Unknown,Unemployed,Ringing,Modified
Landing Page Submission,Google,1,4.0,765,4.0,SMS Sent,Finance Management,Working Professional,Will revert after reading the email,SMS Sent
API,Organic Search,0,4.0,1280,2.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
API,Olark Chat,0,0.0,0,0.0,SMS Sent,Unknown,Unemployed,switched off,SMS Sent
Landing Page Submission,Direct Traffic,0,1.0,303,1.0,Converted to Lead,Supply Chain Management,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,1,3.0,1643,3.0,SMS Sent,IT Projects Management,Unemployed,Lost to EINS,Modified
Landing Page Submission,Google,0,2.0,315,2.0,Converted to Lead,Human Resource Management,Unemployed,Interested in other courses,Modified
API,Google,0,4.0,29,2.0,Email Opened,Unknown,Unemployed,Ringing,Email Opened
Lead Add Form,Reference,1,0.0,0,0.0,Email Opened,Unknown,Unemployed,Closed by Horizzon,Email Opened
API,Google,1,6.0,151,1.0,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
Landing Page Submission,Direct Traffic,0,9.0,234,1.8,SMS Sent,Finance Management,Unemployed,wrong number given,SMS Sent
Lead Add Form,Reference,1,0.0,0,0.0,Unreachable,Finance Management,Unemployed,Will revert after reading the email,Unreachable
Landing Page Submission,Direct Traffic,1,3.0,835,3.0,Email Opened,Human Resource Management,Working Professional,Will revert after reading the email,Email Opened
API,Google,0,6.0,317,6.0,Form Submitted on Website,Marketing Management,Unknown,Unknown,Modified
Landing Page Submission,Google,1,6.0,1400,2.0,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,SMS Sent
API,Organic Search,0,6.0,124,6.0,Email Opened,Unknown,Unemployed,Ringing,Email Opened
API,Google,0,3.0,242,1.5,Olark Chat Conversation,Unknown,Unemployed,Ringing,Olark Chat Conversation
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
API,Organic Search,1,7.0,68,7.0,Email Opened,Marketing Management,Businessman,Unknown,Email Opened
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,0,5.0,1515,2.5,Page Visited on Website,Finance Management,Unemployed,Already a student,Modified
API,Olark Chat,0,0.0,0,0.0,Email Bounced,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Google,1,3.0,1160,3.0,SMS Sent,Marketing Management,Unemployed,Will revert after reading the email,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Google,1,4.0,409,4.0,Email Opened,Finance Management,Unemployed,Will revert after reading the email,Email Opened
Landing Page Submission,Google,1,4.0,395,4.0,SMS Sent,International Business,Unknown,Unknown,SMS Sent
API,Organic Search,1,8.0,1138,2.0,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,SMS Sent
API,Google,1,6.0,1352,2.0,SMS Sent,Business Administration,Unemployed,Will revert after reading the email,SMS Sent
API,Olark Chat,0,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Unknown,Modified
API,Google,0,5.0,1132,1.25,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Lead Add Form,Reference,1,0.0,0,0.0,Email Opened,E-COMMERCE,Student,Closed by Horizzon,Modified
API,Olark Chat,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,SMS Sent
Lead Add Form,Click2call,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Will revert after reading the email,Email Opened
Landing Page Submission,Organic Search,0,7.0,97,7.0,SMS Sent,Supply Chain Management,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unemployed,Not doing further education,Modified
API,Organic Search,1,2.0,1302,1.0,SMS Sent,Unknown,Unknown,Unknown,SMS Sent
API,Google,0,3.0,1562,1.0,Page Visited on Website,Unknown,Unknown,Unknown,Page Visited on Website
Lead Add Form,Reference,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Google,1,3.0,1039,1.5,SMS Sent,Operations Management,Unemployed,Busy,SMS Sent
Landing Page Submission,Direct Traffic,0,9.0,176,3.0,Email Opened,Supply Chain Management,Unemployed,Diploma holder (Not Eligible),Email Opened
Landing Page Submission,Direct Traffic,0,4.0,590,4.0,SMS Sent,IT Projects Management,Unemployed,Ringing,SMS Sent
Landing Page Submission,Direct Traffic,1,4.0,52,4.0,Email Opened,Marketing Management,Working Professional,Closed by Horizzon,Email Opened
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
API,Google,0,2.0,533,2.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
Lead Add Form,Click2call,1,2.0,928,2.0,Page Visited on Website,Human Resource Management,Unemployed,Will revert after reading the email,Page Visited on Website
Landing Page Submission,Google,0,2.0,49,2.0,SMS Sent,Supply Chain Management,Unemployed,Busy,SMS Sent
Landing Page Submission,Direct Traffic,1,3.0,1552,3.0,Email Opened,Media and Advertising,Unemployed,Ringing,Email Opened
API,Olark Chat,1,0.0,0,0.0,SMS Sent,Finance Management,Working Professional,Will revert after reading the email,SMS Sent
Landing Page Submission,Google,0,4.0,111,4.0,SMS Sent,Media and Advertising,Unknown,Unknown,SMS Sent
API,Google,0,2.0,305,2.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
API,Google,0,2.0,66,2.0,Email Opened,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Google,1,3.0,304,3.0,SMS Sent,Operations Management,Working Professional,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,1,10.0,1619,3.33,Page Visited on Website,Human Resource Management,Unemployed,Closed by Horizzon,Page Visited on Website
Landing Page Submission,Google,1,5.0,950,5.0,SMS Sent,"Banking, Investment And Insurance",Unknown,Unknown,SMS Sent
Lead Add Form,Reference,1,0.0,0,0.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Organic Search,1,19.0,1146,2.71,Page Visited on Website,Rural and Agribusiness,Working Professional,Will revert after reading the email,Page Visited on Website
Landing Page Submission,Organic Search,0,9.0,1063,3.0,Page Visited on Website,Finance Management,Unemployed,switched off,Page Visited on Website
Lead Add Form,Reference,1,0.0,1427,0.0,Email Opened,Unknown,Unemployed,Closed by Horizzon,Modified
Landing Page Submission,Organic Search,1,8.0,1408,4.0,Email Opened,Hospitality Management,Unemployed,Will revert after reading the email,Email Opened
Landing Page Submission,Google,0,5.0,176,1.25,Email Opened,Supply Chain Management,Unemployed,Ringing,Email Opened
Landing Page Submission,Direct Traffic,0,3.0,230,3.0,Email Opened,Finance Management,Unknown,Unknown,Email Opened
API,Google,0,3.0,91,1.5,Converted to Lead,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Google,0,7.0,23,7.0,Page Visited on Website,Retail Management,Unknown,Unknown,Modified
Lead Add Form,Reference,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,SMS Sent
API,Google,0,2.0,346,1.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
API,Direct Traffic,1,12.0,942,12.0,SMS Sent,Supply Chain Management,Unemployed,Closed by Horizzon,Modified
Landing Page Submission,Google,1,5.0,1473,5.0,SMS Sent,Marketing Management,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Google,0,4.0,217,4.0,SMS Sent,Operations Management,Unemployed,Ringing,SMS Sent
Landing Page Submission,Google,0,7.0,136,3.5,Email Opened,Finance Management,Unknown,Unknown,Email Opened
Landing Page Submission,Google,1,4.0,888,4.0,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,SMS Sent
API,Google,0,5.0,747,2.5,Email Opened,Unknown,Unknown,Unknown,Email Opened
Landing Page Submission,Direct Traffic,1,2.0,1282,2.0,Email Opened,Human Resource Management,Unemployed,Will revert after reading the email,Email Opened
Landing Page Submission,Google,1,6.0,842,6.0,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,0,1.0,2,1.0,Converted to Lead,Hospitality Management,Unemployed,Ringing,Modified
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
API,Google,1,2.0,1594,1.0,SMS Sent,Unknown,Unknown,Unknown,SMS Sent
Landing Page Submission,Direct Traffic,1,6.0,1207,6.0,SMS Sent,Finance Management,Unknown,Unknown,SMS Sent
Landing Page Submission,Google,0,4.0,57,4.0,Email Opened,Operations Management,Unknown,Unknown,Modified
API,Organic Search,1,4.0,299,4.0,SMS Sent,Unknown,Unknown,Unknown,SMS Sent
API,Organic Search,0,9.0,251,4.5,Email Opened,Unknown,Unemployed,Graduation in progress,Modified
Landing Page Submission,Google,1,5.0,1351,2.5,Olark Chat Conversation,Human Resource Management,Unknown,Lost to EINS,Olark Chat Conversation
API,Direct Traffic,1,8.0,1011,8.0,SMS Sent,Unknown,Unknown,Unknown,SMS Sent
Landing Page Submission,Google,0,6.0,49,2.0,Email Opened,Operations Management,Unemployed,Ringing,Modified
Landing Page Submission,Google,1,3.0,1618,1.5,Email Link Clicked,Unknown,Unemployed,Unknown,Modified
